town,COUNTY,longitude,latitude,cost_of_living,Housing,Food,Energy,Transport,Education,PD,Population,FC,DUC,EC,CPI,AP,NHUP,IR,RR,SEP,PAD
Glin,Limerick,-9.280779042,52.56819704,2.181044719,2.665716262,1.420450859,2.374418668,2.536653807,1.907984,1142.7,644,3.04,0.883863497,16.03,3.2,7.1,0.191489362,2.7,11.5,2.620651607,1.505853596
Hospital,Limerick,-8.431224724,52.47348845,2.848967765,2.615933696,1.420450859,2.325328677,2.485925592,5.3972,1017.2,674,3.04,0.179716672,16.03,3.2,7.1,0.638297872,2.7,11.5,3.54459826,1.551384981
Kildimo,Limerick,-8.809205146,52.61812552,2.940249186,2.768495286,1.420450859,2.474970405,2.640129378,5.3972,1451.9,512,3.04,0.40972888,16.03,3.2,7.1,0,2.7,11.5,#NUM!,1.276479495
Kilfinnane,Limerick,-8.470429205,52.35833635,3.157077737,2.781445813,1.420450859,2.487654606,2.653137406,6.4427,1496.3,757,3.04,0.300456436,16.03,3.2,7.1,0.021276596,2.7,11.5,2.311988727,1.667518124
Kilmallock,Limerick,-8.574445321,52.40171275,2.505713212,2.672259612,1.420450859,2.380439277,2.542904314,3.512512,1160.1,1761,3.04,0.30349969,16.03,3.2,7.1,0.978723404,2.7,11.5,3.600773217,2.511791979
Kilteely,Limerick,-8.398676887,52.52127363,2.097760956,2.861827523,1.420450859,2.566760064,2.734034333,0.905732,1803.6,197,3.04,0.129348399,16.03,3.2,7.1,0.042553191,2.7,11.5,1.842072076,0.321358599
Knocklong,Limerick,-8.409783622,52.43543814,1.085284104,2.667059097,1.420450859,2.375370218,2.537678263,-3.57413792,1146.3,229,3.04,0.215355919,16.03,3.2,7.1,0.127659574,2.7,11.5,#NUM!,0.471876874
Limerick city and suburbs,Limerick,-8.626739901,52.65567665,2.136326649,2.83121755,1.420450859,2.533801039,2.700368275,1.19579552,1668.7,102287,3.04,0.22603116,16.03,3.2,7.1,49.4893617,2.7,11.5,4.99454704,6.618738984
Moroe,Limerick,-8.400765643,52.65060516,2.823445944,3.083730358,1.420450859,2.786250844,2.957047659,3.86975,3016.4,1432,3.04,0,16.03,3.2,7.1,0.319148936,2.7,11.5,3.571165242,2.304982218
Mountcollins,Limerick,-9.229939911,52.31969891,0.460191967,2.296334607,1.420450859,2.017629373,2.161544996,-5.595,479.3,234,3.04,0.892764757,16.03,3.2,7.1,0.914893617,2.7,11.5,#NUM!,0.493475985
Mungret,Limerick,-8.690788253,52.6340969,2.258143324,2.258485407,1.420450859,1.981103165,2.122177189,3.5085,438.2,372,3.04,0.29049206,16.03,3.2,7.1,0.106382979,2.7,11.5,2.213666,0.957048724
Newcastle West,Limerick,-9.057869499,52.4499545,2.316593629,2.630700649,1.420450859,2.340049534,2.501137103,2.69063,1052.9,1010,3.04,0.68705616,16.03,3.2,7.1,0.680851064,2.7,11.5,3.285293226,1.95586048
Oola,Limerick,-8.261073656,52.52962422,2.277885377,2.648288761,1.420450859,2.357001329,2.518705933,2.44498,1097.2,315,3.04,0.184797831,16.03,3.2,7.1,0,2.7,11.5,#NUM!,0.790727509
Pallasgreen,Limerick,-8.338874537,52.56669907,2.159089344,2.811125007,1.420450859,2.516781575,2.682969277,1.36412,1603.2,229,3.04,0.104262845,16.03,3.2,7.1,0.021276596,2.7,11.5,1.667742423,0.471876874
Pallaskenry,Limerick,-8.868157661,52.642641,2.274050429,2.90461633,1.420450859,2.609098196,2.777186759,1.6589,1991.9,610,3.04,0.467459866,16.03,3.2,7.1,0.106382979,2.7,11.5,2.545959885,1.451613827
Patrickswell,Limerick,-8.711158427,52.59915526,2.398245843,2.789725428,1.420450859,2.495779304,2.661460425,2.6238132,1525.3,848,3.04,0.314627991,16.03,3.2,7.1,0.425531915,2.7,11.5,3.231220321,1.781035506
Rathkeale,Limerick,-8.938851115,52.52224919,1.926169761,2.547693001,1.420450859,2.258974615,2.416928732,0.9868016,866.8,1231,3.04,0.553182817,16.03,3.2,7.1,1.85106383,2.7,11.5,3.199570142,2.153736996
Shanagolden,Limerick,-9.100955881,52.57499857,1.523019729,2.577453884,1.420450859,2.288218538,2.447365364,-1.11839,929.8,150,3.04,0.704260411,16.03,3.2,7.1,0,2.7,11.5,2.724742877,0.048790164
Toornafulla,Limerick,-9.150298282,52.36604385,2.318986858,2.691197197,1.420450859,2.399319774,2.562343659,2.5216228,1212.7,204,3.04,0.801732071,16.03,3.2,7.1,0.042553191,2.7,11.5,2.114365638,0.356274864
Aughnacliffe,Longford,-7.605707406,53.85026753,2.991864429,2.653601028,1.420450859,2.361705989,2.523564268,6,1109.5,157,3.04,0.244767858,16.03,3.2,7.1,0.063829787,2.7,12.6,2.628301954,0.713439884
Ballinalee,Longford,-7.656693727,53.77536216,3.424680913,2.574739828,1.420450859,2.284585571,2.443628305,8.4,922.5,395,3.04,0.17881126,16.03,3.2,7.1,0.170212766,2.7,12.6,3.12023779,1.636079843
Ballymahon,Longford,-7.766162023,53.5641153,2.552016749,2.749396972,1.420450859,2.455665103,2.620330811,3.51424,1387.3,1714,3.04,0.212606929,16.03,3.2,7.1,0.489361702,2.7,12.6,3.377631782,3.103779178
Drumlish,Longford,-7.766182653,53.81902046,3.230732996,2.638439101,1.420450859,2.346707427,2.508067592,7.24,1070.7,1124,3.04,0.087536741,16.03,3.2,7.1,0.808510638,2.7,12.6,3.797092108,2.681843109
Edgeworthstown,Longford,-7.610626072,53.69889132,3.042120428,2.951427732,1.420450859,2.655008946,2.823914605,5.3598,2218.9,2199,3.04,0.234172537,16.03,3.2,7.1,0.319148936,2.7,12.6,3.579279716,3.352952069
Granard,Longford,-7.494922106,53.77827555,2.636699256,2.634294334,1.420450859,2.342772272,2.503978816,4.282,1060.3,1058,3.04,0.340544916,16.03,3.2,7.1,1.127659574,2.7,12.6,3.709253436,3.33220451
Keenagh,Longford,-7.814707054,53.62275647,2.509799657,2.748386632,1.420450859,2.454659175,2.61930162,3.3062,1384.1,753,3.04,0.14390801,16.03,3.2,7.1,0.212765957,2.7,12.6,2.988398732,2.281259306
Killashee,Longford,-7.879374321,53.68042975,2.65611813,2.969433153,1.420450859,2.672802943,2.842003695,3.3759,2313.6,247,3.04,0.095578406,16.03,3.2,7.1,0,2.7,12.6,#NUM!,1.166582415
Lanesborough-Ballyleague,Longford,-7.995306609,53.6729129,2.186135613,2.654342651,1.420450859,2.362351328,2.524234986,1.96929824,1111.3,1733,3.04,0.184784163,16.03,3.2,7.1,0.617021277,2.7,12.6,3.130442947,3.114803368
Legan,Longford,-7.630947406,53.62359795,2.206419075,2.655865174,1.420450859,2.363930654,2.525862609,2.06598608,1115.4,346,3.04,0.248546672,16.03,3.2,7.1,0,2.7,12.6,#NUM!,1.503632854
Longford,Longford,-7.794521742,53.73077979,2.765260356,2.842186569,1.420450859,2.54677824,2.713636111,4.30325,1720.8,10952,3.04,0.053295875,16.03,3.2,7.1,4.510638298,2.7,12.6,4.523764978,5.023880521
Newtownforbes,Longford,-7.835215737,53.76519561,2.788047855,2.762329063,1.420450859,2.468310399,2.633318952,4.65583,1429.8,851,3.04,0,16.03,3.2,7.1,0.191489362,2.7,12.6,3.105417059,2.403606207
Annagassan,Louth,-6.343927029,53.8824916,2.788557609,2.681333515,1.420450859,2.389125296,2.551878374,4.9,1184.7,189,3.04,0.073303703,16.03,3.2,7.1,0,2.7,11.85,#NUM!,0.636576829
Ardee,Louth,-6.538423538,53.8568047,3.481913998,2.67057672,1.420450859,2.378071784,2.540470627,8.4,1153.8,5478,3.04,0.151997131,16.03,3.2,7.1,6.829787234,2.7,11.85,4.820816995,4.304065093
Baltray,Louth,-6.270048466,53.73764175,2.096153911,2.791030847,1.420450859,2.496907707,2.662620141,1.10976,1529.5,150,3.04,0.230455976,16.03,3.2,7.1,0.425531915,2.7,11.85,2.858710686,0.405465108
Beaulieu,Louth,-6.305165543,53.73748774,2.529138413,2.487455019,1.420450859,2.200244808,2.35554138,4.182,752.5,215,3.04,0.212277943,16.03,3.2,7.1,0.021276596,2.7,11.85,1.825792675,0.765467842
Carlingford,Louth,-6.183677303,54.03668746,2.612861018,2.764766475,1.420450859,2.47101098,2.636076777,3.772,1438.6,1528,3.04,0.245750577,16.03,3.2,7.1,1.425531915,2.7,11.85,3.888488685,2.726544784
Castlebellingham-Kilsaran,Louth,-6.388325831,53.89468232,0.590474434,2.770361905,1.420450859,2.476491566,2.641707842,-6.35664,1457.7,1232,3.04,0.0344724,16.03,3.2,7.1,0.361702128,2.7,11.85,#NUM!,2.511223958
Clogherhead,Louth,-6.242004977,53.78823948,2.641698946,2.768327472,1.420450859,2.474563773,2.639722227,3.9054304,1450.8,2275,3.04,0.211818768,16.03,3.2,7.1,0.425531915,2.7,11.85,3.382208587,3.124565145
Collon,Louth,-6.484425081,53.77786463,2.926823535,2.897312386,1.420450859,2.601696849,2.76965758,4.945,1958,864,3.04,0.16891063,16.03,3.2,7.1,0.063829787,2.7,11.85,2.79100238,2.156402583
Drogheda,Louth,-6.346464698,53.71405061,3.243824862,3.001936547,1.420450859,2.703532771,2.873204131,6.22,2486,44135,3.04,0.219235445,16.03,3.2,7.1,42.74468085,2.7,11.85,5.820173588,6.102558595
Dromiskin,Louth,-6.403021387,53.92586544,2.976424334,2.895041175,1.420450859,2.599353521,2.767276116,5.2,1947.5,1292,3.04,0,16.03,3.2,7.1,0.978723404,2.7,11.85,3.996140784,2.558776498
Dundalk,Louth,-6.395348255,53.99334087,2.94451108,2.905439598,1.420450859,2.607793076,2.775871866,5.013,1986.4,43112,3.04,0.067910316,16.03,3.2,7.1,39.53191489,2.7,11.85,5.595112263,6.340359304
Dunleer,Louth,-6.393716244,53.82996803,2.547208319,2.897095905,1.420450859,2.60136881,2.76932602,3.0478,1956.6,2143,3.04,0.096347807,16.03,3.2,7.1,1.914893617,2.7,11.85,4.057633165,3.064791809
Jenkinstown,Louth,-6.290430183,54.01236244,2.490919224,2.38993721,1.420450859,2.106046656,2.256161397,4.282,598,416,3.04,0.141980671,16.03,3.2,7.1,0.14893617,2.7,11.85,2.581348029,1.425515074
Knockbridge,Louth,-6.488502823,53.97342493,2.268791868,2.867647668,1.420450859,2.57238867,2.739778865,1.74369328,1827.7,759,3.04,0.097821168,16.03,3.2,7.1,0.042553191,2.7,11.85,2.132307143,2.026831591
Louth,Louth,-6.540963326,53.95032688,0.781110894,2.834358655,1.420450859,2.539524005,2.70622095,-5.595,1691.5,717,3.04,0.140094041,16.03,3.2,7.1,0.893617021,2.7,11.85,#NUM!,1.969905655
Omeath,Louth,-6.260027153,54.08637084,2.540697482,2.463317359,1.420450859,2.176841908,2.330957286,4.31192,710.9,778,3.04,0.214963563,16.03,3.2,7.1,0.361702128,2.7,11.85,3.044830272,2.051556338
Rampark,Louth,-6.261282126,53.99959069,2.144604176,2.499714978,1.420450859,2.212035522,2.367907119,2.2229124,774.4,465,3.04,0.159766799,16.03,3.2,7.1,0.425531915,2.7,11.85,2.86481983,1.53686722
Tallanstown,Louth,-6.546262343,53.91949488,1.865522893,2.675073713,1.420450859,2.383021452,2.545578439,0.30349,1167.5,668,3.04,0.143382549,16.03,3.2,7.1,0.106382979,2.7,11.85,1.576273421,1.899117988
Termonfeckin,Louth,-6.2695303,53.76044772,2.252964417,2.594767972,1.420450859,2.304229288,2.464037767,2.4813362,967,1983,3.04,0.212562682,16.03,3.2,7.1,3.531914894,2.7,11.85,3.928122316,2.987195943
Tinure,Louth,-6.418821804,53.79164512,2.36265134,2.575890474,1.420450859,2.286087014,2.445193155,3.0856352,925.9,530,3.04,0.135147129,16.03,3.2,7.1,0.29787234,2.7,11.85,2.929938842,1.667706821
Tullyallen,Louth,-6.417578305,53.73960493,2.23829245,2.704810059,1.420450859,2.412142982,2.575588148,2.0784702,1251.2,1697,3.04,0.18682848,16.03,3.2,7.1,0.744680851,2.7,11.85,3.287040724,2.831447079
Balla,Mayo,-9.13270928,53.8054563,3.890282842,2.716447699,1.420450859,2.425348295,2.589167355,10.3,1290.8,860,3.04,0.369919727,16.03,3.2,7.1,0.170212766,2.7,7.8,3.35468831,2.151762203
Ballina,Mayo,-9.14950652,54.11537435,3.06928701,2.848896427,1.420450859,2.555033893,2.722053869,5.8,1754.1,10556,3.04,0.38315477,16.03,3.2,7.1,3.468085106,2.7,7.8,4.547572089,5.056245805
Ballindine,Mayo,-8.957654375,53.66929126,2.117097743,2.660833983,1.420450859,2.371022164,2.533181711,1.6,1134.3,468,3.04,0.334245629,16.03,3.2,7.1,0.553191489,2.7,7.8,3.001723405,1.879770347
Ballinrobe,Mayo,-9.22360943,53.62320681,2.600597317,2.63980637,1.420450859,2.350632461,2.512096893,4.08,1080.1,3148,3.04,0.544583851,16.03,3.2,7.1,0.936170213,2.7,7.8,3.615478948,3.78582466
Ballycastle,Mayo,-9.363858814,54.27752862,2.635266264,2.743491067,1.420450859,2.451923353,2.616466039,3.944,1374.4,220,3.04,0.647446229,16.03,3.2,7.1,0.212765957,2.7,7.8,3.061952195,1.124929597
Ballyhaunis,Mayo,-8.771497681,53.76337991,2.57727803,2.651007713,1.420450859,2.361341313,2.523190267,3.9304,1108.6,2773,3.04,0.201302336,16.03,3.2,7.1,0.936170213,2.7,7.8,3.610566444,3.658987096
Bangor Erris,Mayo,-9.74349631,54.14492632,1.528187742,2.550620668,1.420450859,2.264496375,2.422650807,-1.01728,877.8,344,3.04,0.962869587,16.03,3.2,7.1,0.042553191,2.7,7.8,#NUM!,1.571943708
Belcarra,Mayo,-9.217745363,53.80272379,1.799745648,2.499908063,1.420450859,2.215187411,2.371181907,0.492,779.9,164,3.04,0.449296669,16.03,3.2,7.1,0.042553191,2.7,7.8,1.212936161,0.831168478
Bellavary,Mayo,-9.151411917,53.89438516,3.458343966,2.613884964,1.420450859,2.325398668,2.485985338,8.446,1017.1,191,3.04,0.360015202,16.03,3.2,7.1,0.042553191,2.7,7.8,2.562946869,0.983575479
Bohola,Mayo,-9.055212149,53.90032508,2.850043966,2.666440287,1.420450859,2.376493779,2.538834905,5.248,1149.3,143,3.04,0.264738875,16.03,3.2,7.1,0,2.7,7.8,#NUM!,0.694146681
Bonniconlon,Mayo,-9.029113587,54.10949835,1.881751722,2.610247301,1.420450859,2.321799492,2.482260959,0.574,1008.5,204,3.04,0.273684292,16.03,3.2,7.1,0.170212766,2.7,7.8,1.993579924,1.049422044
Castlebar,Mayo,-9.297518669,53.85478947,1.948621252,2.80280485,1.420450859,2.509643762,2.67564679,0.33456,1575.8,13054,3.04,0.511107711,16.03,3.2,7.1,5.872340426,2.7,7.8,3.490786336,5.117993812
Charlestown-Bellahy,Mayo,-8.797982675,53.96293235,2.040587156,2.620416697,1.420450859,2.331498155,2.492330071,1.33824,1032.6,1172,3.04,0,16.03,3.2,7.1,0.361702128,2.7,7.8,2.698817191,2.797769021
Claremorris,Mayo,-8.999607058,53.72464418,2.309669575,2.795533168,1.420450859,2.502630075,2.668476175,2.1612576,1550.2,3857,3.04,0.31214362,16.03,3.2,7.1,2.489361702,2.7,7.8,3.92118227,3.988947009
Crossmolina,Mayo,-9.316827503,54.10069658,1.982020548,2.452223383,1.420450859,2.169368872,2.323059625,1.545,697.6,1134,3.04,0.536823007,16.03,3.2,7.1,0.531914894,2.7,7.8,2.758377106,2.764808535
Dumha Thuama,Mayo,-9.943678222,54.07250885,2.00229763,2.285014473,1.420450859,2.011317816,2.154705,2.14,471.4,110,3.04,1.150923672,16.03,3.2,7.1,0.021276596,2.7,7.8,1.331705494,0.431782416
Foxford,Mayo,-9.11227899,53.98322635,2.284728084,2.601340939,1.420450859,2.313127627,2.473264993,2.615456,987.7,1452,3.04,0.314950822,16.03,3.2,7.1,0.680851064,2.7,7.8,3.245224592,3.011999246
Gob an Choire,Mayo,-9.939312941,53.9225867,1.71125669,1.853042743,1.420450859,1.62218928,1.713312566,1.947288,167.7,265,3.04,1.142043146,16.03,3.2,7.1,0.170212766,2.7,7.8,1.744955379,1.311031877
Irishtown,Mayo,-8.887355857,53.66280471,2.67762455,2.748002505,1.420450859,2.456197363,2.620872024,4.1426,1388.9,182,3.04,0.313151985,16.03,3.2,7.1,0.042553191,2.7,7.8,2.388876116,0.935308738
Keel-Dooagh,Mayo,-10.10709951,53.97548652,2.72456074,2.21589445,1.420450859,1.946883168,2.084775224,5.9548,400.4,567,3.04,1.30917703,16.03,3.2,7.1,0.446808511,2.7,7.8,3.027482685,2.071661354
Kilkelly,Mayo,-8.847560265,53.87208668,2.510366328,2.631243567,1.420450859,2.342118663,2.503318553,3.6547,1059,429,3.04,0.103493342,16.03,3.2,7.1,0.063829787,2.7,7.8,2.39277109,1.79275897
Killala,Mayo,-9.217765103,54.21210145,3.007804889,2.693881781,1.420450859,2.403363261,2.566528543,5.9548,1224.9,587,3.04,0.488162399,16.03,3.2,7.1,0.212765957,2.7,7.8,3.190869956,2.10632687
Kilmaine,Mayo,-9.123960351,53.58223738,2.516945592,2.626231764,1.420450859,2.337469957,2.498479379,3.702096,1046.7,201,3.04,0.501188691,16.03,3.2,7.1,0.191489362,2.7,7.8,2.870414552,1.034606959
Kiltimagh,Mayo,-8.999567399,53.8489637,2.013643623,2.736090515,1.420450859,2.444488973,2.60885177,0.858336,1351,1232,3.04,0.231571268,16.03,3.2,7.1,0.212765957,2.7,7.8,2.392214819,2.847696195
Knock,Mayo,-8.918670126,53.79367888,2.197586837,2.607090254,1.420450859,2.318683771,2.479035382,2.16267392,1001.1,1029,3.04,0.207875435,16.03,3.2,7.1,0.255319149,2.7,7.8,2.742551893,2.667644786
Lahardane,Mayo,-9.323053,54.03253452,2.3621683,2.591063399,1.420450859,2.303355699,2.463107064,3.03286448,964.5,200,3.04,0.529663392,16.03,3.2,7.1,0.021276596,2.7,7.8,1.794057379,1.029619417
Louisburgh,Mayo,-9.807526914,53.76523405,0.114743984,2.539512231,1.420450859,2.253782774,2.411474055,-8.0515,855.3,367,3.04,1.028719684,16.03,3.2,7.1,0.340425532,2.7,7.8,#NUM!,1.636663899
Mulranny,Mayo,-9.766705303,53.90612052,1.784458565,2.406891858,1.420450859,2.126475965,2.277724144,0.69075,627.5,315,3.04,0.970387095,16.03,3.2,7.1,0.106382979,2.7,7.8,1.66380677,1.483874689
Newport,Mayo,-9.545139278,53.88685527,2.569809459,2.64212064,1.420450859,2.353031565,2.514564232,3.91888,1086,815,3.04,0.75101978,16.03,3.2,7.1,0.617021277,2.7,7.8,3.41929193,2.434490164
Shrule,Mayo,-9.0839311,53.52503089,2.455665882,2.510612568,1.420450859,2.225546783,2.382019202,3.7397,799.6,362,3.04,0.522995402,16.03,3.2,7.1,0.14893617,2.7,7.8,2.648709732,1.622946262
Swinford,Mayo,-8.948206716,53.94149402,1.864013845,2.372584906,1.420450859,2.092792637,2.242075824,1.192165,578.8,1459,3.04,0.151746052,16.03,3.2,7.1,1.170212766,2.7,7.8,2.907129722,3.016808599
Turlough,Mayo,-9.221109268,53.88333245,2.103521786,2.882677939,1.420450859,2.588455657,2.756152273,0.8698722,1897.6,379,3.04,0.430548786,16.03,3.2,7.1,0.361702128,2.7,7.8,2.776011187,1.668838256
Westport,Mayo,-9.525234428,53.79783564,1.914972607,2.243598389,1.420450859,1.970991454,2.111129053,1.82869328,426.5,6872,3.04,0.745756014,16.03,3.2,7.1,4.765957447,2.7,7.8,3.570210065,4.566512514
Ashbourne,Meath,-6.402264548,53.50980967,2.623428491,3.040489717,1.420450859,2.742987869,2.913214008,3,2725.9,15680,3.04,0.465511353,16.03,3.2,7.1,19.42553191,2.7,10.62,5.201004094,5.391443345
Athboy,Meath,-6.919337943,53.62233377,3.649515182,2.916677775,1.420450859,2.621066011,2.789381267,8.5,2049,2596,3.04,0.262933273,16.03,3.2,7.1,2.425531915,2.7,10.62,4.625767878,3.593029128
Ballivor,Meath,-6.963398241,53.53221813,2.39964105,2.509119809,1.420450859,2.222152466,2.378482118,3.468,793.3,1870,3.04,0.36087634,16.03,3.2,7.1,0.127659574,2.7,10.62,2.545569936,3.26499576
Carlanstown,Meath,-6.839690747,53.76000719,3.309042242,2.88644859,1.420450859,2.591274109,2.759037653,6.888,1910.7,718,3.04,0.110600037,16.03,3.2,7.1,0.425531915,2.7,10.62,3.74821778,2.30777162
Clonard,Meath,-7.025975338,53.45270738,2.605949356,2.708125671,1.420450859,2.416097065,2.579642785,3.9054304,1262.6,364,3.04,0.462030358,16.03,3.2,7.1,0.063829787,2.7,10.62,2.497958084,1.628455918
Clonee,Meath,-6.441696514,53.40977091,2.542012016,3.2601055,1.420450859,2.961596185,3.134150734,1.9337568,4536,1205,3.04,0.513228097,16.03,3.2,7.1,1.510638298,2.7,10.62,4.122235391,2.825536897
Crossakeel,Meath,-7.01865398,53.71437518,2.889590565,3.14717363,1.420450859,2.849408589,3.020919748,4.01,3494.4,218,3.04,0.29126214,16.03,3.2,7.1,0.085106383,2.7,10.62,3.076479123,1.115797113
Donore,Meath,-6.418288939,53.69199218,2.132882052,3.019108235,1.420450859,2.72245396,2.892397207,0.61,2598.3,767,3.04,0.354177483,16.03,3.2,7.1,0.595744681,2.7,10.62,2.975079302,2.373788852
Drumconrath,Meath,-6.655518733,53.84826302,2.76523614,2.427376945,1.420450859,2.143026774,2.295326122,5.54,654.8,423,3.04,0.096107999,16.03,3.2,7.1,0.063829787,2.7,10.62,2.364641832,1.77867423
Duleek,Meath,-6.417776351,53.65863004,2.349157928,3.096452998,1.420450859,2.798971897,2.969913885,1.46,3106.7,4899,3.04,0.36816484,16.03,3.2,7.1,4.425531915,2.7,10.62,4.30261765,4.228088432
Dunboyne,Meath,-6.473181446,53.41755801,2.611910443,3.137732308,1.420450859,2.839981555,3.011387491,2.65,3418.2,7155,3.04,0.48863088,16.03,3.2,7.1,3.425531915,2.7,10.62,4.491771362,4.606868743
Dunshaughlin,Meath,-6.540911425,53.51282022,2.949828698,3.087028927,1.420450859,2.789020939,2.959842767,4.4928,3035.4,6644,3.04,0.371779359,16.03,3.2,7.1,23.4893617,2.7,10.62,5.505604231,4.532771521
Enfield,Meath,-6.827171487,53.41383771,2.83464672,3.183772764,1.420450859,2.885666273,3.057543703,3.6258,3802,3663,3.04,0.415467421,16.03,3.2,7.1,4,2.7,10.62,4.741475948,3.937339813
Gormanston,Meath,-6.235411626,53.63546305,1.816186572,2.343555618,1.420450859,2.063177829,2.210452552,1.043296,537.4,380,3.04,0.545242425,16.03,3.2,7.1,0.085106383,2.7,10.62,1.678667338,1.671473303
Julianstown,Meath,-6.28024802,53.66924874,2.760048303,2.746642628,1.420450859,2.453872402,2.618475625,4.5608,1381,701,3.04,0.491838493,16.03,3.2,7.1,0.042553191,2.7,10.62,2.428166844,2.283809938
Kells,Meath,-6.880000038,53.72630768,2.519161563,2.763686948,1.420450859,2.470210327,2.635259683,3.3062,1436,6608,3.04,0.162944369,16.03,3.2,7.1,3.765957447,2.7,10.62,4.25235897,4.204692619
Kentstown,Meath,-6.535934976,53.62835949,2.270969824,3.024298542,1.420450859,2.727590911,2.897608808,1.2849,2629.8,1195,3.04,0.2868552,16.03,3.2,7.1,0.191489362,2.7,10.62,2.810936702,2.817203515
Kilcloon,Meath,-6.574110802,53.42085642,2.759826489,2.536213916,1.420450859,2.248429543,2.405938125,5.1881,845.2,469,3.04,0.436855708,16.03,3.2,7.1,0.446808511,2.7,10.62,3.292089264,1.881904819
Kildalkey,Meath,-6.905335152,53.57028839,2.64506964,2.857465421,1.420450859,2.562773282,2.729958636,3.6547,1786.5,739,3.04,0.296623555,16.03,3.2,7.1,0.14893617,2.7,10.62,2.987854936,2.336599972
Kilmainhamwood,Meath,-6.805415388,53.84737341,2.820308494,2.706723755,1.420450859,2.414528648,2.578051207,4.981788,1258.5,362,3.04,0.063022697,16.03,3.2,7.1,0,2.7,10.62,#NUM!,1.622946262
Kilmessan,Meath,-6.662061247,53.56013507,2.649233961,3.10196508,1.420450859,2.804492162,2.975501704,2.94376,3147.1,907,3.04,0.275250606,16.03,3.2,7.1,2.085106383,2.7,10.62,4.285941161,2.541444501
Laytown-Bettystown-Mornington-Donacarney,Meath,-6.256026417,53.70545928,2.343364718,3.014164176,1.420450859,2.716559733,2.8864141,1.67923472,2562.5,15642,3.04,0.505388911,16.03,3.2,7.1,28.27659574,2.7,10.62,5.085202402,5.389016934
Longwood,Meath,-6.926194345,53.4549288,3.043883071,3.137993384,1.420450859,2.840280115,3.011690996,4.809,3420.7,1685,3.04,0.407793407,16.03,3.2,7.1,1.489361702,2.7,10.62,4.389169947,3.160822893
Navan,Meath,-6.680419193,53.65041696,1.791032291,3.121753401,1.420450859,2.823115571,2.994341627,-1.4045,3286.9,33886,3.04,0.184056499,16.03,3.2,7.1,35.80851064,2.7,10.62,#NUM!,6.246106765
Nobber,Meath,-6.747873583,53.82166736,2.405001374,2.811392001,1.420450859,2.51729489,2.683499118,2.59237,1605.3,404,3.04,0,16.03,3.2,7.1,0,2.7,10.62,#NUM!,1.732716929
Oldcastle,Meath,-7.16021445,53.7696049,2.536964317,2.785512618,1.420450859,2.491977233,2.657560877,3.32932,1511.5,1409,3.04,0.415614593,16.03,3.2,7.1,0.553191489,2.7,10.62,3.444639181,2.981937563
Rathmolyon,Meath,-6.80419557,53.48728935,2.169035113,2.886656047,1.420450859,2.591528416,2.759288245,1.187252,1911.5,462,3.04,0.339088217,16.03,3.2,7.1,0.957446809,2.7,10.62,3.337031868,1.866866942
Ratoath,Meath,-6.463767672,53.50496445,2.783986835,3.120575324,1.420450859,2.822862551,2.994080441,3.561965,3284.6,10077,3.04,0.425460809,16.03,3.2,7.1,6.191489362,2.7,10.62,4.859967267,4.949312929
Robinstown,Meath,-6.726844195,53.59438593,3.194998836,2.896619302,1.420450859,2.601368343,2.769320673,6.287235,1956.4,412,3.04,0.228252231,16.03,3.2,7.1,0.021276596,2.7,10.62,2.41781949,1.7523254
Slane,Meath,-6.542833773,53.71061176,2.815841831,2.797665841,1.420450859,2.503797429,2.669675024,4.68762,1554.6,1445,3.04,0.233183767,16.03,3.2,7.1,1.425531915,2.7,10.62,4.016548007,3.007166651
Stamullen,Meath,-6.265463853,53.63106221,2.706615165,3.149605454,1.420450859,2.851741682,3.023272828,3.088005,3513.1,3720,3.04,0.518699786,16.03,3.2,7.1,4.531914894,2.7,10.62,4.691650252,3.952780998
Summerhill,Meath,-6.732893166,53.48251983,2.368368052,2.6436666,1.420450859,2.35294783,2.514504974,2.91027,1086.4,947,3.04,0.33947821,16.03,3.2,7.1,0.553191489,2.7,10.62,3.242798529,2.584601144
Trim,Meath,-6.7848701,53.55531912,2.465872684,2.896506388,1.420450859,2.600989953,2.768933618,2.6424826,1954.6,9563,3.04,0.268905425,16.03,3.2,7.1,5.744680851,2.7,10.62,4.472335937,4.896958815
Annayalla,Monaghan,-6.779565646,54.16011574,3.192764414,2.853843509,1.420450859,2.5612549,2.728272804,6.4,1775.1,205,3.04,3.645635754,16.03,3.2,7.1,0.021276596,2.7,7.8,2.38330494,1.05431203
Ballybay,Monaghan,-6.897612204,54.12845277,0.753131022,2.845949807,1.420450859,2.46,2.479254443,-5.44,1742.9,1329,3.04,0.085832245,16.03,3.2,7.1,0.191489362,2.7,7.8,#NUM!,2.197224577
Bellanode,Monaghan,-7.035031192,54.26596647,2.937325278,2.598845643,1.420450859,2.18,2.255329887,6.232,982.1,433,3.04,#NUM!,16.03,3.2,7.1,0.14893617,2.7,7.8,2.959783338,1.802039779
Carrickmacross,Monaghan,-6.715802894,53.97585282,2.33313175,2.736555322,1.420450859,2.68,2.36865257,2.46,1351.4,5745,3.04,0.357837166,16.03,3.2,7.1,4.914893617,2.7,7.8,4.213233144,4.532599493
